HEADER
This file contains the velocity map parameters and stable surface errors for the glacier site described below.
Point of Contact: Jukes Liu; Boise State University; jukes.liu@gmail.com

Area of Interest = South Rimo Glacier
"GeoTiff Extents: 710968.1417999999830499,3901441.9879999998956919; 741968.1417999999830499, 3924541.9879999998956919"
EPSG:32643 (WGS84 / UTM Zone 43N)
Latitude: 35.32085
Longitude: 77.45604

Variables:
ds1 = first image date [yyyy-mm-dd]
ds2 = second image date [yyyy-mm-dd]
min_chip_size = cross-correlation chip size [meters]
"sat = satellite platform (S2 = Sentinel-2, LS = Landsat, PS = PlanetScope)"
dt_days= date separation between images [days]
data_percent = percentage of pixels within the glacier outline that contain data values [0 to 100]
err_vx = stable surface error for x-component of velocity [meters/year]
err_vy = stable surface error for y-component of velocity [meters/year]
err_v = stable surface error for speed [meters/year]
mid_date = date midpoint of the image pair [yyyy-mm-dd]
filename = name of the geotiff file containing the velocity maps

row, ds1, ds2, min_chip_size, sat, dt_days, data_percent, err_vx, err_vy, err_v, mid_date, filename
9,2021-01-31 00:00:00,2021-02-05 00:00:00,100,PS,5,80,133.13208581369162,106.56738775727555,170.53081949509811,2021-02-02 12:00:00,NSIDC-0801_SR_20210131-20210205_vm_PS_V01.0.tif
10,2021-10-06 00:00:00,2021-10-14 00:00:00,100,S2,8,83,61.45459137,109.4593558438793,125.53094228478577,2021-10-10 00:00:00,NSIDC-0801_SR_20211006-20211014_vm_S2_V01.0.tif
11,2020-02-28 00:00:00,2020-03-18 00:00:00,100,PS,19,53,57.65786394061611,56.816813854015535,80.94800543,2020-03-08 12:00:00,NSIDC-0801_SR_20200228-20200318_vm_PS_V01.0.tif
12,2021-06-23 00:00:00,2021-07-06 00:00:00,100,S2,13,48,69.62937915059264,37.21010576703924,78.94835289791808,2021-06-29 12:00:00,NSIDC-0801_SR_20210623-20210706_vm_S2_V01.0.tif
13,2021-09-19 00:00:00,2021-09-24 00:00:00,100,PS,5,47,126.79433949262382,145.99495787039675,193.3683851570977,2021-09-21 12:00:00,NSIDC-0801_SR_20210919-20210924_vm_PS_V01.0.tif
14,2020-10-09 00:00:00,2020-10-14 00:00:00,100,S2,5,59,28.316172322466645,197.13373775187364,199.1570134367893,2020-10-11 12:00:00,NSIDC-0801_SR_20201009-20201014_vm_S2_V01.0.tif
15,2020-10-26 00:00:00,2020-11-03 00:00:00,100,S2,8,54,106.68170913691878,206.79029573449552,232.68694329538985,2020-10-30 00:00:00,NSIDC-0801_SR_20201026-20201103_vm_S2_V01.0.tif
16,2021-02-03 00:00:00,2021-02-08 00:00:00,100,S2,5,83,87.88418728362075,120.39257726343058,149.05704562023064,2021-02-05 12:00:00,NSIDC-0801_SR_20210203-20210208_vm_S2_V01.0.tif
17,2019-09-01 00:00:00,2019-09-15 00:00:00,100,PS,14,27,88.97704042454069,115.31979900694844,145.6556548201048,2019-09-08 00:00:00,NSIDC-0801_SR_20190901-20190915_vm_PS_V01.0.tif
18,2020-10-04 00:00:00,2020-10-09 00:00:00,100,S2,5,99,123.75288161003184,155.56797201535912,198.78674369840508,2020-10-06 12:00:00,NSIDC-0801_SR_20201004-20201009_vm_S2_V01.0.tif
19,2019-11-30 00:00:00,2019-12-08 00:00:00,100,PS,8,68,132.70254977303293,140.5978691855683,193.33320333759536,2019-12-04 00:00:00,NSIDC-0801_SR_20191130-20191208_vm_PS_V01.0.tif
20,2020-06-06 00:00:00,2020-06-18 00:00:00,100,S2,12,55,37.26606792227757,31.34202570341478,48.69376157194787,2020-06-12 00:00:00,NSIDC-0801_SR_20200606-20200618_vm_S2_V01.0.tif
21,2021-12-03 00:00:00,2021-12-10 00:00:00,100,S2,7,80,85.51207245220975,62.58681530036373,105.96897650149708,2021-12-06 12:00:00,NSIDC-0801_SR_20211203-20211210_vm_S2_V01.0.tif
22,2022-10-28 00:00:00,2022-11-05 00:00:00,100,LS,8,75,85.72986875009482,106.87599877890352,137.01127484453497,2022-11-01 00:00:00,NSIDC-0801_SR_20221028-20221105_vm_LS_V01.0.tif
23,2020-08-04 00:00:00,2020-08-12 00:00:00,100,PS,8,16,320.7283252,250.49159756454128,406.95540241107534,2020-08-08 00:00:00,NSIDC-0801_SR_20200804-20200812_vm_PS_V01.0.tif
24,2019-12-30 00:00:00,2020-01-19 00:00:00,100,PS,20,50,48.52501991313102,44.69161196635867,65.96982443826924,2020-01-09 00:00:00,NSIDC-0801_SR_20191230-20200119_vm_PS_V01.0.tif
25,2021-12-25 00:00:00,2021-12-30 00:00:00,100,S2,5,65,52.87063818310856,50.363389024628525,73.01900643656825,2021-12-27 12:00:00,NSIDC-0801_SR_20211225-20211230_vm_S2_V01.0.tif
26,2021-08-24 00:00:00,2021-08-30 00:00:00,100,PS,6,42,90.67734250051736,74.56780872972375,117.39990889390002,2021-08-27 00:00:00,NSIDC-0801_SR_20210824-20210830_vm_PS_V01.0.tif
27,2019-10-09 00:00:00,2019-10-16 00:00:00,100,PS,7,67,64.55006875620087,76.07475269707916,99.77013254104976,2019-10-12 12:00:00,NSIDC-0801_SR_20191009-20191016_vm_PS_V01.0.tif
28,2020-02-22 00:00:00,2020-02-28 00:00:00,100,PS,6,61,89.41219091686524,99.45246394555694,133.7360554911467,2020-02-25 00:00:00,NSIDC-0801_SR_20200222-20200228_vm_PS_V01.0.tif
29,2021-06-05 00:00:00,2021-06-20 00:00:00,100,PS,15,16,135.53298692317946,273.4834068943932,305.2251044444089,2021-06-12 12:00:00,NSIDC-0801_SR_20210605-20210620_vm_PS_V01.0.tif
30,2021-11-08 00:00:00,2021-11-13 00:00:00,100,S2,5,97,37.264891008903255,29.42569113227939,47.48203196401703,2021-11-10 12:00:00,NSIDC-0801_SR_20211108-20211113_vm_S2_V01.0.tif
31,2020-09-23 00:00:00,2020-09-29 00:00:00,100,PS,6,42,213.20598959575992,213.01011485383864,301.3803298985373,2020-09-26 00:00:00,NSIDC-0801_SR_20200923-20200929_vm_PS_V01.0.tif
33,2022-09-18 00:00:00,2022-09-26 00:00:00,100,LS,8,79,177.51231619663548,268.2218523089229,321.6420121747694,2022-09-22 00:00:00,NSIDC-0801_SR_20220918-20220926_vm_LS_V01.0.tif
34,2020-06-23 00:00:00,2020-07-03 00:00:00,100,S2,10,65,26.206650782493018,23.749683224477906,35.36715974517314,2020-06-28 00:00:00,NSIDC-0801_SR_20200623-20200703_vm_S2_V01.0.tif
35,2021-08-30 00:00:00,2021-09-06 00:00:00,100,S2,7,81,59.539886586794815,47.55295698,76.19896197449373,2021-09-02 12:00:00,NSIDC-0801_SR_20210830-20210906_vm_S2_V01.0.tif
36,2020-09-24 00:00:00,2020-09-29 00:00:00,100,S2,5,52,78.51997667583866,67.15812655863577,103.32279780992748,2020-09-26 12:00:00,NSIDC-0801_SR_20200924-20200929_vm_S2_V01.0.tif
37,2021-01-02 00:00:00,2021-01-16 00:00:00,100,PS,14,92,32.680727727745364,41.49290930093523,52.81753014922448,2021-01-09 00:00:00,NSIDC-0801_SR_20210102-20210116_vm_PS_V01.0.tif
38,2020-08-17 00:00:00,2020-08-22 00:00:00,100,S2,5,73,25.876978925288142,19.27578938,32.26722911,2020-08-19 12:00:00,NSIDC-0801_SR_20200817-20200822_vm_S2_V01.0.tif
39,2020-04-09 00:00:00,2020-04-19 00:00:00,100,S2,10,58,31.614197426296094,29.63517926,43.33245098237133,2020-04-14 00:00:00,NSIDC-0801_SR_20200409-20200419_vm_S2_V01.0.tif
40,2021-12-18 00:00:00,2021-12-25 00:00:00,100,S2,7,71,91.71335369022924,54.48105808461772,106.67485596124745,2021-12-21 12:00:00,NSIDC-0801_SR_20211218-20211225_vm_S2_V01.0.tif
41,2021-09-29 00:00:00,2021-10-04 00:00:00,100,PS,5,26,244.1155532578269,275.1718636366913,367.8477370773597,2021-10-01 12:00:00,NSIDC-0801_SR_20210929-20211004_vm_PS_V01.0.tif
42,2021-11-20 00:00:00,2021-11-25 00:00:00,100,S2,5,44,205.08627849089837,360.9723565174863,415.1643327411504,2021-11-22 12:00:00,NSIDC-0801_SR_20211120-20211125_vm_S2_V01.0.tif
43,2021-06-25 00:00:00,2021-07-05 00:00:00,100,PS,10,45,25.19375838573691,15.829147997428654,29.753779496414808,2021-06-30 00:00:00,NSIDC-0801_SR_20210625-20210705_vm_PS_V01.0.tif
44,2021-11-13 00:00:00,2021-11-19 00:00:00,100,PS,6,74,193.5860567235304,192.1380876603806,272.7500798545598,2021-11-16 00:00:00,NSIDC-0801_SR_20211113-20211119_vm_PS_V01.0.tif
45,2021-06-20 00:00:00,2021-06-25 00:00:00,100,PS,5,27,378.0517016734216,790.3441622186575,876.1090013720735,2021-06-22 12:00:00,NSIDC-0801_SR_20210620-20210625_vm_PS_V01.0.tif
46,2021-06-03 00:00:00,2021-06-08 00:00:00,100,S2,5,72,70.19635641219672,144.73212817703302,160.85682241730288,2021-06-05 12:00:00,NSIDC-0801_SR_20210603-20210608_vm_S2_V01.0.tif
47,2021-11-03 00:00:00,2021-11-08 00:00:00,100,PS,5,82,177.43360587474655,159.0904132175785,238.3116530821737,2021-11-05 12:00:00,NSIDC-0801_SR_20211103-20211108_vm_PS_V01.0.tif
48,2021-07-05 00:00:00,2021-07-24 00:00:00,100,PS,19,54,11.374629182174504,8.582235361,14.249103538689454,2021-07-14 12:00:00,NSIDC-0801_SR_20210705-20210724_vm_PS_V01.0.tif
49,2021-06-20 00:00:00,2021-07-05 00:00:00,100,PS,15,14,47.46789757079305,41.790866316686326,63.2430059652926,2021-06-27 12:00:00,NSIDC-0801_SR_20210620-20210705_vm_PS_V01.0.tif
50,2020-08-22 00:00:00,2020-09-01 00:00:00,100,PS,10,44,116.05163262182212,105.49954571630607,156.83792755097903,2020-08-27 00:00:00,NSIDC-0801_SR_20200822-20200901_vm_PS_V01.0.tif
51,2021-04-04 00:00:00,2021-04-12 00:00:00,100,S2,8,50,66.86533148585035,169.71299421508198,182.4101780405682,2021-04-08 00:00:00,NSIDC-0801_SR_20210404-20210412_vm_S2_V01.0.tif
52,2021-11-13 00:00:00,2021-11-20 00:00:00,100,S2,7,92,86.40460566888522,140.6769135199177,165.09315513376634,2021-11-16 12:00:00,NSIDC-0801_SR_20211113-20211120_vm_S2_V01.0.tif
53,2020-05-07 00:00:00,2020-06-08 00:00:00,100,LS,32,87,31.04170147879026,41.07222734722636,51.48315332825058,2020-05-23 00:00:00,NSIDC-0801_SR_20200507-20200608_vm_LS_V01.0.tif
54,2021-05-27 00:00:00,2021-06-05 00:00:00,100,PS,9,38,120.04160958109092,151.4680960551886,193.26813566700272,2021-05-31 12:00:00,NSIDC-0801_SR_20210527-20210605_vm_PS_V01.0.tif
55,2021-05-10 00:00:00,2021-05-26 00:00:00,100,LS,16,93,22.911233161856654,23.016411592562243,32.47583424,2021-05-18 00:00:00,NSIDC-0801_SR_20210510-20210526_vm_LS_V01.0.tif
56,2019-09-01 00:00:00,2019-09-06 00:00:00,100,PS,5,32,35.852015623785185,78.73465620194082,86.51308106496606,2019-09-03 12:00:00,NSIDC-0801_SR_20190901-20190906_vm_PS_V01.0.tif
57,2021-02-10 00:00:00,2021-02-19 00:00:00,100,PS,9,75,183.3517718456317,131.8032469194437,225.80958381185832,2021-02-14 12:00:00,NSIDC-0801_SR_20210210-20210219_vm_PS_V01.0.tif
58,2021-10-01 00:00:00,2021-11-01 00:00:00,100,LS,31,71,43.85150958377245,55.83770542004049,70.99862129499724,2021-10-16 12:00:00,NSIDC-0801_SR_20211001-20211101_vm_LS_V01.0.tif
59,2021-03-25 00:00:00,2021-04-04 00:00:00,100,S2,10,86,33.30075416884089,122.1280306028034,126.58671386512005,2021-03-30 00:00:00,NSIDC-0801_SR_20210325-20210404_vm_S2_V01.0.tif
60,2021-03-16 00:00:00,2021-03-21 00:00:00,100,PS,5,40,242.6095530552309,285.71738916404115,374.8250549,2021-03-18 12:00:00,NSIDC-0801_SR_20210316-20210321_vm_PS_V01.0.tif
61,2020-12-17 00:00:00,2021-01-02 00:00:00,100,LS,16,99,23.928368670501527,18.81738176943176,30.441101951597933,2020-12-25 00:00:00,NSIDC-0801_SR_20201217-20210102_vm_LS_V01.0.tif
62,2020-12-27 00:00:00,2021-01-02 00:00:00,100,PS,6,48,143.6878542949562,123.46027431415376,189.44297013007588,2020-12-30 00:00:00,NSIDC-0801_SR_20201227-20210102_vm_PS_V01.0.tif
63,2020-12-17 00:00:00,2020-12-27 00:00:00,100,PS,10,45,73.38013882,93.4261361808632,118.79851723270154,2020-12-22 00:00:00,NSIDC-0801_SR_20201217-20201227_vm_PS_V01.0.tif
64,2020-01-10 00:00:00,2020-01-18 00:00:00,100,S2,8,92,57.14008754950869,50.47524119901584,76.24132469995759,2020-01-14 00:00:00,NSIDC-0801_SR_20200110-20200118_vm_S2_V01.0.tif
65,2021-04-24 00:00:00,2021-05-10 00:00:00,100,LS,16,96,66.23362312179995,78.39185852490645,102.62639191928314,2021-05-02 00:00:00,NSIDC-0801_SR_20210424-20210510_vm_LS_V01.0.tif
66,2020-08-22 00:00:00,2020-09-08 00:00:00,100,PS,17,44,109.84862046306738,104.7347815532987,151.77646016071253,2020-08-30 12:00:00,NSIDC-0801_SR_20200822-20200908_vm_PS_V01.0.tif
67,2020-02-17 00:00:00,2020-02-22 00:00:00,100,S2,5,96,92.41598327747175,91.83934595984095,130.28883031600455,2020-02-19 12:00:00,NSIDC-0801_SR_20200217-20200222_vm_S2_V01.0.tif
68,2020-03-02 00:00:00,2020-03-18 00:00:00,100,PS,16,56,75.97818784501874,77.69566367120756,108.67060853809562,2020-03-10 00:00:00,NSIDC-0801_SR_20200302-20200318_vm_PS_V01.0.tif
69,2021-07-16 00:00:00,2021-07-24 00:00:00,100,PS,8,87,166.76263882216216,192.88078080140392,254.9760248070517,2021-07-20 00:00:00,NSIDC-0801_SR_20210716-20210724_vm_PS_V01.0.tif
70,2021-07-11 00:00:00,2021-07-16 00:00:00,100,S2,5,90,115.88635923360243,49.744838813628185,126.11184376588383,2021-07-13 12:00:00,NSIDC-0801_SR_20210711-20210716_vm_S2_V01.0.tif
71,2021-04-25 00:00:00,2021-05-02 00:00:00,100,PS,7,36,85.85536714984391,61.75102588747417,105.75600847494108,2021-04-28 12:00:00,NSIDC-0801_SR_20210425-20210502_vm_PS_V01.0.tif
72,2021-04-29 00:00:00,2021-05-04 00:00:00,100,S2,5,85,49.553509174113366,47.06225004838976,68.34036582546635,2021-05-01 12:00:00,NSIDC-0801_SR_20210429-20210504_vm_S2_V01.0.tif
73,2021-09-14 00:00:00,2021-09-19 00:00:00,100,S2,5,97,26.82909567454117,38.42709793652945,46.86621610138831,2021-09-16 12:00:00,NSIDC-0801_SR_20210914-20210919_vm_S2_V01.0.tif
74,2019-11-01 00:00:00,2019-11-19 00:00:00,100,PS,18,55,62.28739853938735,78.16552652668625,99.94783429840324,2019-11-10 00:00:00,NSIDC-0801_SR_20191101-20191119_vm_PS_V01.0.tif
75,2021-09-29 00:00:00,2021-10-06 00:00:00,100,S2,7,96,40.34829836715747,34.60318728898199,53.154169700353314,2021-10-02 12:00:00,NSIDC-0801_SR_20210929-20211006_vm_S2_V01.0.tif
76,2021-12-16 00:00:00,2021-12-21 00:00:00,100,PS,5,83,131.4970835962446,193.91610011385688,234.29668534873497,2021-12-18 12:00:00,NSIDC-0801_SR_20211216-20211221_vm_PS_V01.0.tif
77,2021-07-26 00:00:00,2021-07-31 00:00:00,100,S2,5,47,60.18908141519841,112.73799293507037,127.79898473762364,2021-07-28 12:00:00,NSIDC-0801_SR_20210726-20210731_vm_S2_V01.0.tif
78,2020-01-23 00:00:00,2020-01-30 00:00:00,100,S2,7,92,92.02934143647629,115.15144839126783,147.40846553273389,2020-01-26 12:00:00,NSIDC-0801_SR_20200123-20200130_vm_S2_V01.0.tif
79,2021-01-19 00:00:00,2021-01-24 00:00:00,100,S2,5,61,62.72344216380216,98.88080768479097,117.09673034713587,2021-01-21 12:00:00,NSIDC-0801_SR_20210119-20210124_vm_S2_V01.0.tif
80,2020-02-29 00:00:00,2020-03-05 00:00:00,100,S2,5,76,29.01326478803688,56.69253503152638,63.68526501170705,2020-03-02 12:00:00,NSIDC-0801_SR_20200229-20200305_vm_S2_V01.0.tif
81,2020-04-29 00:00:00,2020-05-04 00:00:00,100,S2,5,52,109.0108422405702,46.090212639202406,118.35400868482218,2020-05-01 12:00:00,NSIDC-0801_SR_20200429-20200504_vm_S2_V01.0.tif
82,2021-09-06 00:00:00,2021-09-14 00:00:00,100,PS,8,6,72.84684098267722,50.11035737236556,88.41781545,2021-09-10 00:00:00,NSIDC-0801_SR_20210906-20210914_vm_PS_V01.0.tif
83,2020-10-11 00:00:00,2020-10-16 00:00:00,100,PS,5,92,177.62671667134887,84.99351221579884,196.91406172831935,2020-10-13 12:00:00,NSIDC-0801_SR_20201011-20201016_vm_PS_V01.0.tif
84,2020-08-02 00:00:00,2020-08-07 00:00:00,100,S2,5,77,15.783491060805856,24.329511623564745,29.00075364213648,2020-08-04 12:00:00,NSIDC-0801_SR_20200802-20200807_vm_S2_V01.0.tif
85,2021-02-28 00:00:00,2021-03-13 00:00:00,100,S2,13,39,199.6345337711896,226.84894053146172,302.1827077858722,2021-03-06 12:00:00,NSIDC-0801_SR_20210228-20210313_vm_S2_V01.0.tif
86,2021-02-16 00:00:00,2021-02-28 00:00:00,100,S2,12,94,60.85654688792128,55.53902387095086,82.38994185431667,2021-02-22 00:00:00,NSIDC-0801_SR_20210216-20210228_vm_S2_V01.0.tif
87,2021-05-12 00:00:00,2021-05-19 00:00:00,100,S2,7,35,120.11085776644876,58.39659031298368,133.55440803707225,2021-05-15 12:00:00,NSIDC-0801_SR_20210512-20210519_vm_S2_V01.0.tif
88,2021-12-04 00:00:00,2021-12-20 00:00:00,100,LS,16,94,31.171078365010644,34.95698136620775,46.83616834590054,2021-12-12 00:00:00,NSIDC-0801_SR_20211204-20211220_vm_LS_V01.0.tif
89,2021-01-02 00:00:00,2021-01-10 00:00:00,100,PS,8,96,125.92434677835914,130.31675493542917,181.21643903156811,2021-01-06 00:00:00,NSIDC-0801_SR_20210102-20210110_vm_PS_V01.0.tif
90,2022-12-23 00:00:00,2022-12-31 00:00:00,100,LS,8,97,128.6160809655346,317.2306178,342.3117883620552,2022-12-27 00:00:00,NSIDC-0801_SR_20221223-20221231_vm_LS_V01.0.tif
91,2020-01-05 00:00:00,2020-01-10 00:00:00,100,S2,5,83,29.716959418043317,43.97244276660963,53.07234089561393,2020-01-07 12:00:00,NSIDC-0801_SR_20200105-20200110_vm_S2_V01.0.tif
92,2021-08-30 00:00:00,2021-09-15 00:00:00,100,LS,16,82,20.27029814166149,17.727133214190804,26.92835392647983,2021-09-07 00:00:00,NSIDC-0801_SR_20210830-20210915_vm_LS_V01.0.tif
93,2019-07-08 00:00:00,2019-07-24 00:00:00,100,LS,16,72,152.9399881463922,104.60371575308734,185.29052157224112,2019-07-16 00:00:00,NSIDC-0801_SR_20190708-20190724_vm_LS_V01.0.tif
94,2019-12-26 00:00:00,2020-01-09 00:00:00,100,PS,14,37,70.96473392039555,90.70533463,115.1670578388961,2020-01-02 00:00:00,NSIDC-0801_SR_20191226-20200109_vm_PS_V01.0.tif
95,2021-10-20 00:00:00,2021-10-26 00:00:00,100,PS,6,46,155.79220096133554,172.79802147342238,232.65933562822732,2021-10-23 00:00:00,NSIDC-0801_SR_20211020-20211026_vm_PS_V01.0.tif
96,2021-05-19 00:00:00,2021-05-24 00:00:00,100,S2,5,40,107.17761291656224,57.41578417441576,121.58788128106713,2021-05-21 12:00:00,NSIDC-0801_SR_20210519-20210524_vm_S2_V01.0.tif
97,2019-10-27 00:00:00,2019-11-01 00:00:00,100,PS,5,91,219.50613173656805,210.72746682858977,304.2844180498654,2019-10-29 12:00:00,NSIDC-0801_SR_20191027-20191101_vm_PS_V01.0.tif
98,2020-07-23 00:00:00,2020-08-02 00:00:00,100,S2,10,70,34.377115802003274,46.41680052337462,57.76076063231411,2020-07-28 00:00:00,NSIDC-0801_SR_20200723-20200802_vm_S2_V01.0.tif
99,2021-01-24 00:00:00,2021-02-03 00:00:00,100,S2,10,91,30.01040410888974,54.56202152194898,62.27068753365948,2021-01-29 00:00:00,NSIDC-0801_SR_20210124-20210203_vm_S2_V01.0.tif
100,2019-04-19 00:00:00,2019-05-21 00:00:00,100,LS,32,91,33.69116333117112,54.367274827261454,63.96010500719487,2019-05-05 00:00:00,NSIDC-0801_SR_20190419-20190521_vm_LS_V01.0.tif
101,2020-08-07 00:00:00,2020-08-12 00:00:00,100,S2,5,90,14.098741166711678,23.297753622751397,27.231595881525884,2020-08-09 12:00:00,NSIDC-0801_SR_20200807-20200812_vm_S2_V01.0.tif
102,2020-03-04 00:00:00,2020-03-20 00:00:00,100,LS,16,95,11.84823704449458,11.83787186,16.74860989335294,2020-03-12 00:00:00,NSIDC-0801_SR_20200304-20200320_vm_LS_V01.0.tif
103,2022-11-21 00:00:00,2022-12-07 00:00:00,100,LS,16,85,36.91639694823014,53.71645663189307,65.17881611979227,2022-11-29 00:00:00,NSIDC-0801_SR_20221121-20221207_vm_LS_V01.0.tif
104,2022-12-07 00:00:00,2022-12-15 00:00:00,100,LS,8,84,68.50821336729773,96.99766771852876,118.75151745537508,2022-12-11 00:00:00,NSIDC-0801_SR_20221207-20221215_vm_LS_V01.0.tif
105,2019-09-25 00:00:00,2019-10-03 00:00:00,100,PS,8,55,167.9239506661368,216.1301271655589,273.69816381825245,2019-09-29 00:00:00,NSIDC-0801_SR_20190925-20191003_vm_PS_V01.0.tif
106,2021-08-10 00:00:00,2021-08-17 00:00:00,100,S2,7,54,113.83776764006362,136.05496101289253,177.39782923380187,2021-08-13 12:00:00,NSIDC-0801_SR_20210810-20210817_vm_S2_V01.0.tif
107,2020-04-21 00:00:00,2020-05-01 00:00:00,100,PS,10,39,206.7709123512582,171.85635621551933,268.8657981267663,2020-04-26 00:00:00,NSIDC-0801_SR_20200421-20200501_vm_PS_V01.0.tif
108,2019-04-03 00:00:00,2019-04-19 00:00:00,100,LS,16,98,68.39921581425934,71.68630237115124,99.08268613993909,2019-04-11 00:00:00,NSIDC-0801_SR_20190403-20190419_vm_LS_V01.0.tif
110,2021-08-30 00:00:00,2021-09-06 00:00:00,100,PS,7,44,21.45932674020535,26.93068947001032,34.43493505729971,2021-09-02 12:00:00,NSIDC-0801_SR_20210830-20210906_vm_PS_V01.0.tif
111,2020-05-14 00:00:00,2020-05-22 00:00:00,100,S2,8,35,71.90958142,29.711767510394203,77.80602204577055,2020-05-18 00:00:00,NSIDC-0801_SR_20200514-20200522_vm_S2_V01.0.tif
112,2020-10-19 00:00:00,2020-10-26 00:00:00,100,S2,7,69,80.34506610164517,257.1327702462484,269.3930054855349,2020-10-22 12:00:00,NSIDC-0801_SR_20201019-20201026_vm_S2_V01.0.tif
113,2021-09-24 00:00:00,2021-09-29 00:00:00,100,PS,5,65,126.17781735244338,197.70180763716243,234.53538369819665,2021-09-26 12:00:00,NSIDC-0801_SR_20210924-20210929_vm_PS_V01.0.tif
114,2020-04-21 00:00:00,2020-05-07 00:00:00,100,LS,16,85,69.32447204430085,35.851734034877765,78.04632794334664,2020-04-29 00:00:00,NSIDC-0801_SR_20200421-20200507_vm_LS_V01.0.tif
115,2021-06-08 00:00:00,2021-06-13 00:00:00,100,S2,5,66,122.1245190538342,123.68905108549367,173.8199622162142,2021-06-10 12:00:00,NSIDC-0801_SR_20210608-20210613_vm_S2_V01.0.tif
116,2020-08-12 00:00:00,2020-08-22 00:00:00,100,PS,10,50,72.20347862447055,82.48480292794217,109.6224658282957,2020-08-17 00:00:00,NSIDC-0801_SR_20200812-20200822_vm_PS_V01.0.tif
117,2021-10-29 00:00:00,2021-11-13 00:00:00,100,PS,15,83,74.66795961494509,82.42688130615137,111.21823108010716,2021-11-05 12:00:00,NSIDC-0801_SR_20211029-20211113_vm_PS_V01.0.tif
118,2021-10-19 00:00:00,2021-10-26 00:00:00,100,S2,7,89,72.26927832639117,116.2205542499368,136.85783080536345,2021-10-22 12:00:00,NSIDC-0801_SR_20211019-20211026_vm_S2_V01.0.tif
119,2019-11-19 00:00:00,2019-11-30 00:00:00,100,PS,11,59,136.37337116166168,137.1329010565472,193.39888581755864,2019-11-24 12:00:00,NSIDC-0801_SR_20191119-20191130_vm_PS_V01.0.tif
120,2021-02-08 00:00:00,2021-02-16 00:00:00,100,S2,8,89,97.52994540110912,59.83179835174023,114.41999130817118,2021-02-12 00:00:00,NSIDC-0801_SR_20210208-20210216_vm_S2_V01.0.tif
121,2020-06-14 00:00:00,2020-06-23 00:00:00,100,PS,9,77,106.3825400209059,96.9069597,143.9034530934999,2020-06-18 12:00:00,NSIDC-0801_SR_20200614-20200623_vm_PS_V01.0.tif
