HEADER
This file contains the velocity map parameters and stable surface errors for the glacier site described below.
Point of Contact: Jukes Liu; Boise State University; jukes.liu@gmail.com

Area of Interest = Medvezhiy Glacier
"GeoTiff Extents: 770971.5659000000450760, 4277951.2978999996557832; 785271.5659000000450760, 4288551.2978999996557832"
EPSG:32642 (WGS84 / UTM Zone 42N)
Latitude: 38.645166
Longitude: 72.200011

Variables:
ds1 = first image date [yyyy-mm-dd]
ds2 = second image date [yyyy-mm-dd]
min_chip_size = cross-correlation chip size [meters]
"sat = satellite platform (S2 = Sentinel-2, LS = Landsat, PS = PlanetScope)"
dt_days= date separation between images [days]
data_percent = percentage of pixels within the glacier outline that contain data values [0 to 100]
err_vx = stable surface error for x-component of velocity [meters/year]
err_vy = stable surface error for y-component of velocity [meters/year]
err_v = stable surface error for speed [meters/year]
mid_date = date midpoint of the image pair [yyyy-mm-dd]
filename = name of the geotiff file containing the velocity maps

row, ds1, ds2, min_chip_size, sat, dt_days, data_percent, err_vx, err_vy, err_v, mid_date, filename
9,2021-08-16 00:00:00,2021-08-31 00:00:00,100,S2,15,55,27.53715841,35.51695616,44.9416207,2021-08-23 12:00:00,NSIDC-0801_MZ_20210816-20210831_vm_S2_V01.0.tif
10,2020-07-07 00:00:00,2020-07-25 00:00:00,100,PS,18,86,87.26378878,73.18869126,113.8927277,2020-07-16 00:00:00,NSIDC-0801_MZ_20200707-20200725_vm_PS_V01.0.tif
11,2020-11-10 00:00:00,2020-12-12 00:00:00,100,PS,32,38,53.16934992,68.03267204,86.34479864,2020-11-26 00:00:00,NSIDC-0801_MZ_20201110-20201212_vm_PS_V01.0.tif
12,2021-04-09 00:00:00,2021-04-23 00:00:00,100,PS,14,66,54.91681226,59.37219623,80.87591709,2021-04-16 00:00:00,NSIDC-0801_MZ_20210409-20210423_vm_PS_V01.0.tif
13,2021-09-03 00:00:00,2021-09-17 00:00:00,100,PS,14,73,93.97456288,103.6404991,139.9020069,2021-09-10 00:00:00,NSIDC-0801_MZ_20210903-20210917_vm_PS_V01.0.tif
14,2021-08-31 00:00:00,2021-09-15 00:00:00,100,S2,15,51,31.78462563,63.62102306,71.11889343,2021-09-07 12:00:00,NSIDC-0801_MZ_20210831-20210915_vm_S2_V01.0.tif
15,2022-04-06 00:00:00,2022-04-22 00:00:00,100,LS,16,85,134.8201246,160.1248949,209.3237912,2022-04-14 00:00:00,NSIDC-0801_MZ_20220406-20220422_vm_LS_V01.0.tif
16,2022-07-11 00:00:00,2022-07-27 00:00:00,100,LS,16,27,274.2674293,129.0857934,303.1266463,2022-07-19 00:00:00,NSIDC-0801_MZ_20220711-20220727_vm_LS_V01.0.tif
17,2021-05-10 00:00:00,2021-05-24 00:00:00,100,PS,14,34,28.37017506,41.5766662,50.33374594,2021-05-17 00:00:00,NSIDC-0801_MZ_20210510-20210524_vm_PS_V01.0.tif
18,2022-09-13 00:00:00,2022-09-29 00:00:00,100,LS,16,91,20.67640111,25.12316213,32.53746833,2022-09-21 00:00:00,NSIDC-0801_MZ_20220913-20220929_vm_LS_V01.0.tif
19,2021-04-11 00:00:00,2021-04-27 00:00:00,100,LS,16,99,36.46900017,43.89650244,57.06917656,2021-04-19 00:00:00,NSIDC-0801_MZ_20210411-20210427_vm_LS_V01.0.tif
20,2022-06-25 00:00:00,2022-07-11 00:00:00,100,LS,16,25,76.01291474,224.2091331,236.7439525,2022-07-03 00:00:00,NSIDC-0801_MZ_20220625-20220711_vm_LS_V01.0.tif
21,2020-04-21 00:00:00,2020-05-07 00:00:00,100,PS,16,35,103.2845767,73.03205703,126.4965814,2020-04-29 00:00:00,NSIDC-0801_MZ_20200421-20200507_vm_PS_V01.0.tif
22,2022-05-24 00:00:00,2022-06-09 00:00:00,100,LS,16,87,175.0979139,117.147401,210.6722427,2022-06-01 00:00:00,NSIDC-0801_MZ_20220524-20220609_vm_LS_V01.0.tif
23,2020-05-07 00:00:00,2020-05-21 00:00:00,100,PS,14,47,227.4130958,192.0365852,297.6487295,2020-05-14 00:00:00,NSIDC-0801_MZ_20200507-20200521_vm_PS_V01.0.tif
24,2021-08-17 00:00:00,2021-09-02 00:00:00,100,LS,16,97,16.53048184,21.56401542,27.17100654,2021-08-25 00:00:00,NSIDC-0801_MZ_20210817-20210902_vm_LS_V01.0.tif
25,2022-04-22 00:00:00,2022-05-08 00:00:00,100,LS,16,86,81.48228894,85.13809724,117.8467617,2022-04-30 00:00:00,NSIDC-0801_MZ_20220422-20220508_vm_LS_V01.0.tif
26,2020-09-09 00:00:00,2020-09-26 00:00:00,100,PS,17,45,79.31602814,59.34100708,99.05749551,2020-09-17 12:00:00,NSIDC-0801_MZ_20200909-20200926_vm_PS_V01.0.tif
27,2020-09-05 00:00:00,2020-09-20 00:00:00,100,S2,15,85,22.50882629,130.5000317,132.4269815,2020-09-12 12:00:00,NSIDC-0801_MZ_20200905-20200920_vm_S2_V01.0.tif
28,2020-05-10 00:00:00,2020-05-26 00:00:00,100,LS,16,97,34.85349443,42.86380336,55.24555835,2020-05-18 00:00:00,NSIDC-0801_MZ_20200510-20200526_vm_LS_V01.0.tif
29,2019-09-29 00:00:00,2019-10-15 00:00:00,100,LS,16,78,102.7724441,190.5384391,216.4880406,2019-10-07 00:00:00,NSIDC-0801_MZ_20190929-20191015_vm_LS_V01.0.tif
30,2021-01-23 00:00:00,2021-02-12 00:00:00,100,S2,20,56,33.69748407,46.11930222,57.11838975,2021-02-02 00:00:00,NSIDC-0801_MZ_20210123-20210212_vm_S2_V01.0.tif
31,2019-07-27 00:00:00,2019-08-12 00:00:00,100,LS,16,73,142.4323786,105.570875,177.2912623,2019-08-04 00:00:00,NSIDC-0801_MZ_20190727-20190812_vm_LS_V01.0.tif
32,2020-09-26 00:00:00,2020-10-12 00:00:00,100,PS,16,32,109.5318096,107.5416124,153.5005399,2020-10-04 00:00:00,NSIDC-0801_MZ_20200926-20201012_vm_PS_V01.0.tif
33,2021-04-23 00:00:00,2021-05-10 00:00:00,100,PS,17,39,56.72514145,51.93486315,76.90885275,2021-05-01 12:00:00,NSIDC-0801_MZ_20210423-20210510_vm_PS_V01.0.tif
34,2020-06-12 00:00:00,2020-07-07 00:00:00,100,S2,25,86,36.50243264,28.66280101,46.41102994,2020-06-24 12:00:00,NSIDC-0801_MZ_20200612-20200707_vm_S2_V01.0.tif
35,2022-10-15 00:00:00,2022-11-24 00:00:00,100,LS,40,65,91.87853598,122.0718442,152.7848188,2022-11-04 00:00:00,NSIDC-0801_MZ_20221015-20221124_vm_LS_V01.0.tif
36,2021-12-15 00:00:00,2022-01-08 00:00:00,100,LS,24,96,89.7867854,56.2780711,105.9664479,2021-12-27 00:00:00,NSIDC-0801_MZ_20211215-20220108_vm_LS_V01.0.tif
37,2020-08-25 00:00:00,2020-09-09 00:00:00,100,PS,15,76,42.21703765,26.81327666,50.01229915,2020-09-01 12:00:00,NSIDC-0801_MZ_20200825-20200909_vm_PS_V01.0.tif
38,2019-08-28 00:00:00,2019-09-13 00:00:00,100,LS,16,93,16.07018456,28.86080783,33.0332722,2019-09-05 00:00:00,NSIDC-0801_MZ_20190828-20190913_vm_LS_V01.0.tif
39,2022-06-09 00:00:00,2022-06-25 00:00:00,100,LS,16,91,130.2852288,106.6795827,168.3887593,2022-06-17 00:00:00,NSIDC-0801_MZ_20220609-20220625_vm_LS_V01.0.tif
40,2020-04-24 00:00:00,2020-05-10 00:00:00,100,LS,16,98,50.21054362,44.97362457,67.40716298,2020-05-02 00:00:00,NSIDC-0801_MZ_20200424-20200510_vm_LS_V01.0.tif
41,2021-07-23 00:00:00,2021-08-06 00:00:00,100,PS,14,49,123.0648131,125.8537533,176.0230537,2021-07-30 00:00:00,NSIDC-0801_MZ_20210723-20210806_vm_PS_V01.0.tif
42,2020-11-29 00:00:00,2020-12-24 00:00:00,100,S2,25,12,71.66425166,64.09380296,96.14458156,2020-12-11 12:00:00,NSIDC-0801_MZ_20201129-20201224_vm_S2_V01.0.tif
43,2020-02-08 00:00:00,2020-02-23 00:00:00,100,S2,15,77,51.3196745,46.83836942,69.48051419,2020-02-15 12:00:00,NSIDC-0801_MZ_20200208-20200223_vm_S2_V01.0.tif
44,2020-08-30 00:00:00,2020-09-15 00:00:00,100,LS,16,83,19.37243737,24.42656888,31.17609021,2020-09-07 00:00:00,NSIDC-0801_MZ_20200830-20200915_vm_LS_V01.0.tif
45,2020-12-29 00:00:00,2021-01-14 00:00:00,100,PS,16,78,40.05852229,38.33815374,55.44816721,2021-01-06 00:00:00,NSIDC-0801_MZ_20201229-20210114_vm_PS_V01.0.tif
46,2021-10-05 00:00:00,2021-10-23 00:00:00,100,PS,18,70,47.59406287,63.1011509,79.03764987,2021-10-14 00:00:00,NSIDC-0801_MZ_20211005-20211023_vm_PS_V01.0.tif
47,2021-04-23 00:00:00,2021-05-08 00:00:00,100,S2,15,25,63.30384426,100.2297908,118.5469858,2021-04-30 12:00:00,NSIDC-0801_MZ_20210423-20210508_vm_S2_V01.0.tif
48,2021-01-14 00:00:00,2021-01-28 00:00:00,100,PS,14,73,45.5976939,40.1550591,60.75836124,2021-01-21 00:00:00,NSIDC-0801_MZ_20210114-20210128_vm_PS_V01.0.tif
49,2020-10-12 00:00:00,2020-10-26 00:00:00,100,PS,14,72,211.7510884,157.4494977,263.8728252,2020-10-19 00:00:00,NSIDC-0801_MZ_20201012-20201026_vm_PS_V01.0.tif
50,2019-07-11 00:00:00,2019-07-27 00:00:00,100,LS,16,72,181.9660633,99.99870794,207.632825,2019-07-19 00:00:00,NSIDC-0801_MZ_20190711-20190727_vm_LS_V01.0.tif
51,2021-01-08 00:00:00,2021-01-23 00:00:00,100,S2,15,84,30.77367874,19.21824722,36.2816803,2021-01-15 12:00:00,NSIDC-0801_MZ_20210108-20210123_vm_S2_V01.0.tif
52,2020-02-23 00:00:00,2020-03-09 00:00:00,100,S2,15,72,37.45319932,128.1255403,133.487438,2020-03-01 12:00:00,NSIDC-0801_MZ_20200223-20200309_vm_S2_V01.0.tif
53,2021-11-06 00:00:00,2021-11-20 00:00:00,100,PS,14,80,73.84137546,68.00457097,100.3851105,2021-11-13 00:00:00,NSIDC-0801_MZ_20211106-20211120_vm_PS_V01.0.tif
54,2019-09-13 00:00:00,2019-09-29 00:00:00,100,LS,16,94,19.39183995,24.42602179,31.187722,2019-09-21 00:00:00,NSIDC-0801_MZ_20190913-20190929_vm_LS_V01.0.tif
55,2021-09-30 00:00:00,2021-10-15 00:00:00,100,S2,15,40,33.19329495,72.15182475,79.42090806,2021-10-07 12:00:00,NSIDC-0801_MZ_20210930-20211015_vm_S2_V01.0.tif
56,2020-12-24 00:00:00,2021-01-08 00:00:00,100,S2,15,19,59.10567649,52.74630677,79.21902446,2020-12-31 12:00:00,NSIDC-0801_MZ_20201224-20210108_vm_S2_V01.0.tif
57,2021-04-27 00:00:00,2021-05-29 00:00:00,100,LS,32,89,78.51328812,84.92742439,115.658999,2021-05-13 00:00:00,NSIDC-0801_MZ_20210427-20210529_vm_LS_V01.0.tif
58,2021-05-24 00:00:00,2021-06-07 00:00:00,100,PS,14,19,104.9920805,73.18170206,127.9800704,2021-05-31 00:00:00,NSIDC-0801_MZ_20210524-20210607_vm_PS_V01.0.tif
59,2021-07-08 00:00:00,2021-07-23 00:00:00,100,PS,15,60,110.7468093,117.7487576,161.6466074,2021-07-15 12:00:00,NSIDC-0801_MZ_20210708-20210723_vm_PS_V01.0.tif
60,2020-07-29 00:00:00,2020-08-30 00:00:00,100,LS,32,63,119.6392055,119.0351845,168.7688187,2020-08-14 00:00:00,NSIDC-0801_MZ_20200729-20200830_vm_LS_V01.0.tif
61,2021-09-17 00:00:00,2021-10-05 00:00:00,100,PS,18,59,46.65344284,46.50659854,65.87417897,2021-09-26 00:00:00,NSIDC-0801_MZ_20210917-20211005_vm_PS_V01.0.tif
62,2020-07-07 00:00:00,2020-08-01 00:00:00,100,S2,25,62,35.46004793,24.12298598,42.88745087,2020-07-19 12:00:00,NSIDC-0801_MZ_20200707-20200801_vm_S2_V01.0.tif
63,2020-07-25 00:00:00,2020-08-11 00:00:00,100,PS,17,60,89.05162261,90.59089404,127.0311048,2020-08-02 12:00:00,NSIDC-0801_MZ_20200725-20200811_vm_PS_V01.0.tif
64,2021-10-23 00:00:00,2021-11-06 00:00:00,100,PS,14,80,68.05100897,79.03069896,104.291856,2021-10-30 00:00:00,NSIDC-0801_MZ_20211023-20211106_vm_PS_V01.0.tif
65,2020-08-16 00:00:00,2020-09-05 00:00:00,100,S2,20,91,20.94642101,89.94655321,92.3533161,2020-08-26 00:00:00,NSIDC-0801_MZ_20200816-20200905_vm_S2_V01.0.tif
66,2020-08-11 00:00:00,2020-08-25 00:00:00,100,PS,14,47,141.8428744,137.7688061,197.7363014,2020-08-18 00:00:00,NSIDC-0801_MZ_20200811-20200825_vm_PS_V01.0.tif
67,2021-11-19 00:00:00,2021-12-15 00:00:00,100,LS,26,78,53.08247576,48.81515224,72.11565901,2021-12-02 00:00:00,NSIDC-0801_MZ_20211119-20211215_vm_LS_V01.0.tif
68,2021-08-06 00:00:00,2021-08-20 00:00:00,100,PS,14,59,122.6203553,144.312987,189.3726215,2021-08-13 00:00:00,NSIDC-0801_MZ_20210806-20210820_vm_PS_V01.0.tif
69,2021-04-03 00:00:00,2021-04-23 00:00:00,100,S2,20,99,26.70261702,19.23589764,32.90971738,2021-04-13 00:00:00,NSIDC-0801_MZ_20210403-20210423_vm_S2_V01.0.tif
70,2021-02-12 00:00:00,2021-02-28 00:00:00,100,PS,16,78,50.3689779,62.45133247,80.23218086,2021-02-20 00:00:00,NSIDC-0801_MZ_20210212-20210228_vm_PS_V01.0.tif
71,2022-01-08 00:00:00,2022-01-24 00:00:00,100,LS,16,89,75.18302857,193.2110355,207.3234002,2022-01-16 00:00:00,NSIDC-0801_MZ_20220108-20220124_vm_LS_V01.0.tif
72,2021-05-08 00:00:00,2021-05-28 00:00:00,100,S2,20,24,42.64946858,34.93776883,55.13279293,2021-05-18 00:00:00,NSIDC-0801_MZ_20210508-20210528_vm_S2_V01.0.tif
73,2019-03-21 00:00:00,2019-05-08 00:00:00,100,LS,48,89,67.03362835,65.96846702,94.04969892,2019-04-14 00:00:00,NSIDC-0801_MZ_20190321-20190508_vm_LS_V01.0.tif
74,2020-06-05 00:00:00,2020-06-21 00:00:00,100,PS,16,85,108.0096077,126.5679542,166.3896704,2020-06-13 00:00:00,NSIDC-0801_MZ_20200605-20200621_vm_PS_V01.0.tif
75,2021-09-02 00:00:00,2021-09-18 00:00:00,100,LS,16,84,18.48662282,32.10982355,37.05126174,2021-09-10 00:00:00,NSIDC-0801_MZ_20210902-20210918_vm_LS_V01.0.tif
76,2020-02-09 00:00:00,2020-02-23 00:00:00,100,PS,14,79,58.9114635,50.53379575,77.61588154,2020-02-16 00:00:00,NSIDC-0801_MZ_20200209-20200223_vm_PS_V01.0.tif
77,2020-05-18 00:00:00,2020-06-12 00:00:00,100,S2,25,17,27.93460853,53.5381961,60.3877537,2020-05-30 12:00:00,NSIDC-0801_MZ_20200518-20200612_vm_S2_V01.0.tif
78,2020-06-21 00:00:00,2020-07-07 00:00:00,100,PS,16,86,102.2544466,97.84043416,141.522869,2020-06-29 00:00:00,NSIDC-0801_MZ_20200621-20200707_vm_PS_V01.0.tif
79,2021-02-12 00:00:00,2021-03-19 00:00:00,100,S2,35,42,50.302547,45.74125039,67.98976561,2021-03-01 12:00:00,NSIDC-0801_MZ_20210212-20210319_vm_S2_V01.0.tif
80,2020-12-12 00:00:00,2020-12-29 00:00:00,100,PS,17,64,76.16061861,93.33001954,120.4613315,2020-12-20 12:00:00,NSIDC-0801_MZ_20201212-20201229_vm_PS_V01.0.tif
81,2022-07-27 00:00:00,2022-08-28 00:00:00,100,LS,32,47,148.5432782,58.30917584,159.5777731,2022-08-12 00:00:00,NSIDC-0801_MZ_20220727-20220828_vm_LS_V01.0.tif
82,2020-01-19 00:00:00,2020-02-08 00:00:00,100,S2,20,61,28.31693449,48.96135829,56.56026303,2020-01-29 00:00:00,NSIDC-0801_MZ_20200119-20200208_vm_S2_V01.0.tif
83,2022-11-24 00:00:00,2022-12-10 00:00:00,100,LS,16,70,243.8596457,279.5074933,370.9339102,2022-12-02 00:00:00,NSIDC-0801_MZ_20221124-20221210_vm_LS_V01.0.tif
84,2021-01-28 00:00:00,2021-02-12 00:00:00,100,PS,15,61,33.54455121,50.27315475,60.43696716,2021-02-04 12:00:00,NSIDC-0801_MZ_20210128-20210212_vm_PS_V01.0.tif
85,2021-07-07 00:00:00,2021-08-16 00:00:00,100,S2,40,82,25.0670673,14.12951161,28.77500591,2021-07-27 00:00:00,NSIDC-0801_MZ_20210707-20210816_vm_S2_V01.0.tif
86,2020-03-29 00:00:00,2020-04-18 00:00:00,100,S2,20,72,31.48697772,88.54337919,93.97531464,2020-04-08 00:00:00,NSIDC-0801_MZ_20200329-20200418_vm_S2_V01.0.tif
87,2021-10-30 00:00:00,2021-11-14 00:00:00,100,S2,15,4,0.0,0.0,0.0,2021-11-06 12:00:00,NSIDC-0801_MZ_20211030-20211114_vm_S2_V01.0.tif
88,2021-12-08 00:00:00,2021-12-24 00:00:00,100,PS,16,75,81.83231795,49.286248,95.52833344,2021-12-16 00:00:00,NSIDC-0801_MZ_20211208-20211224_vm_PS_V01.0.tif
89,2021-02-28 00:00:00,2021-04-09 00:00:00,100,PS,40,42,23.17913959,34.16680696,41.287325,2021-03-20 00:00:00,NSIDC-0801_MZ_20210228-20210409_vm_PS_V01.0.tif
90,2019-05-08 00:00:00,2019-06-09 00:00:00,100,LS,32,87,38.95322718,62.20122538,73.39173206,2019-05-24 00:00:00,NSIDC-0801_MZ_20190508-20190609_vm_LS_V01.0.tif
91,2019-06-09 00:00:00,2019-07-11 00:00:00,100,LS,32,89,49.21412014,44.75795095,66.52295688,2019-06-25 00:00:00,NSIDC-0801_MZ_20190609-20190711_vm_LS_V01.0.tif
92,2020-04-18 00:00:00,2020-05-18 00:00:00,100,S2,30,20,44.17905535,47.94740706,65.19772081,2020-05-03 00:00:00,NSIDC-0801_MZ_20200418-20200518_vm_S2_V01.0.tif
93,2021-11-14 00:00:00,2021-12-04 00:00:00,100,S2,20,1,432.3493243,240.2122953,494.5986957,2021-11-24 00:00:00,NSIDC-0801_MZ_20211114-20211204_vm_S2_V01.0.tif
94,2020-05-21 00:00:00,2020-06-05 00:00:00,100,PS,15,78,155.6749518,149.9446522,216.1436775,2020-05-28 12:00:00,NSIDC-0801_MZ_20200521-20200605_vm_PS_V01.0.tif
95,2022-05-08 00:00:00,2022-05-24 00:00:00,100,LS,16,99,28.05411033,32.01811677,42.56985929,2022-05-16 00:00:00,NSIDC-0801_MZ_20220508-20220524_vm_LS_V01.0.tif
96,2020-02-23 00:00:00,2020-03-09 00:00:00,100,PS,15,63,70.79540049,31.95728942,77.67404389,2020-03-01 12:00:00,NSIDC-0801_MZ_20200223-20200309_vm_PS_V01.0.tif
97,2019-03-05 00:00:00,2019-03-21 00:00:00,100,LS,16,80,157.0257035,145.4720946,214.0542027,2019-03-13 00:00:00,NSIDC-0801_MZ_20190305-20190321_vm_LS_V01.0.tif
98,2020-01-08 00:00:00,2020-01-23 00:00:00,100,PS,15,42,100.2603181,71.32574141,123.0426461,2020-01-15 12:00:00,NSIDC-0801_MZ_20200108-20200123_vm_PS_V01.0.tif
99,2020-03-09 00:00:00,2020-03-29 00:00:00,100,S2,20,71,26.65387401,57.07495574,62.99190064,2020-03-19 00:00:00,NSIDC-0801_MZ_20200309-20200329_vm_S2_V01.0.tif
100,2020-10-01 00:00:00,2020-10-17 00:00:00,100,LS,16,84,204.9299745,250.949878,323.9940357,2020-10-09 00:00:00,NSIDC-0801_MZ_20201001-20201017_vm_LS_V01.0.tif
101,2021-11-20 00:00:00,2021-12-08 00:00:00,100,PS,18,54,34.54158668,34.80385372,49.03498196,2021-11-29 00:00:00,NSIDC-0801_MZ_20211120-20211208_vm_PS_V01.0.tif
102,2022-01-24 00:00:00,2022-02-17 00:00:00,100,LS,24,79,143.2576128,153.0132052,209.6086473,2022-02-05 00:00:00,NSIDC-0801_MZ_20220124-20220217_vm_LS_V01.0.tif
103,2020-10-26 00:00:00,2020-11-10 00:00:00,100,PS,15,47,163.1924334,176.1442544,240.1219874,2020-11-02 12:00:00,NSIDC-0801_MZ_20201026-20201110_vm_PS_V01.0.tif
104,2021-05-28 00:00:00,2021-06-22 00:00:00,100,S2,25,60,33.48625536,26.08961717,42.44994038,2021-06-09 12:00:00,NSIDC-0801_MZ_20210528-20210622_vm_S2_V01.0.tif
105,2020-03-09 00:00:00,2020-04-06 00:00:00,100,PS,28,61,35.13133127,40.03321258,53.2622621,2020-03-23 00:00:00,NSIDC-0801_MZ_20200309-20200406_vm_PS_V01.0.tif
106,2021-03-19 00:00:00,2021-04-03 00:00:00,100,S2,15,26,123.0979401,166.7306745,207.2491744,2021-03-26 12:00:00,NSIDC-0801_MZ_20210319-20210403_vm_S2_V01.0.tif
107,2022-02-17 00:00:00,2022-04-06 00:00:00,100,LS,48,76,29.21930856,55.36591739,62.60313768,2022-03-13 00:00:00,NSIDC-0801_MZ_20220217-20220406_vm_LS_V01.0.tif
108,2020-09-15 00:00:00,2020-10-01 00:00:00,100,LS,16,75,184.4204475,209.1787269,278.8667097,2020-09-23 00:00:00,NSIDC-0801_MZ_20200915-20201001_vm_LS_V01.0.tif
109,2020-09-20 00:00:00,2020-10-15 00:00:00,100,S2,25,65,25.81107573,55.94826136,61.61509177,2020-10-02 12:00:00,NSIDC-0801_MZ_20200920-20201015_vm_S2_V01.0.tif
110,2021-09-15 00:00:00,2021-09-30 00:00:00,100,S2,15,50,25.46930025,46.34404597,52.88152652,2021-09-22 12:00:00,NSIDC-0801_MZ_20210915-20210930_vm_S2_V01.0.tif
111,2020-10-30 00:00:00,2020-11-29 00:00:00,100,S2,30,22,37.0031059,70.91776132,79.99099141,2020-11-14 00:00:00,NSIDC-0801_MZ_20201030-20201129_vm_S2_V01.0.tif
112,2020-04-06 00:00:00,2020-04-21 00:00:00,100,PS,15,81,185.0577317,159.3659647,244.2209551,2020-04-13 12:00:00,NSIDC-0801_MZ_20200406-20200421_vm_PS_V01.0.tif
113,2022-12-10 00:00:00,2022-12-26 00:00:00,100,LS,16,74,177.0143098,124.6392355,216.4925059,2022-12-18 00:00:00,NSIDC-0801_MZ_20221210-20221226_vm_LS_V01.0.tif
114,2021-06-24 00:00:00,2021-07-08 00:00:00,100,PS,14,70,93.61333204,79.92151935,123.0890135,2021-07-01 00:00:00,NSIDC-0801_MZ_20210624-20210708_vm_PS_V01.0.tif
115,2021-12-04 00:00:00,2021-12-24 00:00:00,100,S2,20,76,39.18593062,63.94670555,74.99812244,2021-12-14 00:00:00,NSIDC-0801_MZ_20211204-20211224_vm_S2_V01.0.tif
116,2020-01-19 00:00:00,2020-02-20 00:00:00,100,LS,32,75,23.20253551,23.55023806,33.06011746,2020-02-04 00:00:00,NSIDC-0801_MZ_20200119-20200220_vm_LS_V01.0.tif
117,2021-06-22 00:00:00,2021-07-07 00:00:00,100,S2,15,61,50.402672,30.23251939,58.7744382,2021-06-29 12:00:00,NSIDC-0801_MZ_20210622-20210707_vm_S2_V01.0.tif
118,2019-10-15 00:00:00,2019-10-31 00:00:00,100,LS,16,58,136.8777028,247.2325343,282.5941104,2019-10-23 00:00:00,NSIDC-0801_MZ_20191015-20191031_vm_LS_V01.0.tif
